csvId,name,categories,description,image
5735,(512) Wit,"""[""""607eeaa6ca4e953fe8c42492""""""]""","Made in the style of the Belgian wheat beers that are so refreshing, (512) Wit is a hazy ale spiced with coriander and domestic grapefruit peel. 50% US Organic 2-row malted barley and 50% US unmalted wheat and oats make this a light, crisp ale well suited for any occasion.",
5736,(512) Pale,"""[""""607eea94ca4e953fe8c42490""""""]""","With Organic 2-row malted barley, (512) Pale is a copper colored American Pale Ale that balances earthy hop bitterness and hop flavor with a rich malty body.",
5737,(512) IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","(512) India Pale Ale is a big, aggressively dry-hopped American IPA with smooth bitterness (~65 IBU) balanced by medium maltiness. Organic 2-row malted barley, loads of hops, and great Austin water create an ale with apricot and vanilla aromatics that lure you in for more.",
5738,(512) Pecan Porter,"""[""""607eea89ca4e953fe8c4248f""""""]""","Nearly black in color, (512) Pecan Porter is made with Organic US 2-row and Crystal malts along with Bairdâ€™s Chocolate and Black malts. Its full body and malty sweetness are balanced with subtle pecan aroma and flavor from locally grown pecans. Yet another true Austin original!",
5739,(512) ALT,"""[""""607eea9eca4e953fe8c42491""""""]""","(512) ALT is a German-style amber ale that is fermented cooler than typical ales and cold conditioned like a lager. ALT means â€œoldâ€ in German and refers to a beer style made using ale yeast after many German brewers had switched to newly discovered lager yeast. This ale has a very smooth, yet pronounced, hop bitterness with a malty backbone and a characteristic German yeast character. Made with 98% Organic 2-row and Munch malts and US noble hops.",
5740,(512) Bruin,"""[""""607eea94ca4e953fe8c42490""""""]""","At once cuddly and ferocious, (512) BRUIN combines a smooth, rich maltiness and mahogany color with a solid hop backbone and stealthy 7.6% alcohol. Made with Organic 2 Row and Munich malts, plus Chocolate and Crystal malts, domestic hops, and a touch of molasses, this brew has notes of raisins, dark sugars, and cocoa, and pairs perfectly with food and the crisp fall air.",
5741,(512) Whiskey Barrel Aged Double Pecan Porter,"""[""""607eea89ca4e953fe8c4248f""""""]""","Our first barrel project is in kegs and on itâ€™s way to beer bars around Austin. This is a bigger, bolder version of our mainstay Pecan Porter, with a richer finish. Two months on recently emptied Jack Daniels select barrels imparted a wonderful vanilla character from the oak and a pleasant amount of whiskey nose and flavor. All in all, Iâ€™m really proud of the hard work and effort put into this beer. Our first attempt at brewing it and our first attempt at managing barrels has paid off for everyone! Seek out this beer, but donâ€™t put it off. There is a very limited number of kegs available and it might go fastâ€¦",
5743,Samuel Adams Noble Pils,"""[""""607eeabdca4e953fe8c42494""""""]""","Samuel Adams Noble Pils is one of the only brews made with all five Noble hops from the worldâ€™s growing regions. its bright flavor and lively, citrus hop character reminds us that the warm days of spring are just a few weeks away.",
5744,Scratch #27 2010 Cocaoabunga,"""[""""607eea94ca4e953fe8c42490""""""]""","Scratch #27-2010 begins a new fold in the Scratch series. For the next several batches individual Troegs brewers will create recipes of their choice. First up, The Ticeman had a hankering for a sweet stout, so the Troegs brothers and all the brewers met with Scharffen Berger Chocolate Company engineers to eat ridiculous amounts of cocoa nibs and chocolates over a few pints of beer.

This collaboration resulted in the delivery of a special blend of cocoa nibs that were added during the boiling process. In addition to the nibs, lactose was added at the end of the boil to give a little sweetness in the body. The addition of Galena and Simcoe hops lends a subtle fruity balance. After primary fermentation, the beer was aged for three weeks on a blend of cocoa nibs and Ugandan vanilla beans.

Dubbed Cocaoabunga, this unfiltered beer has a pleasant cocoa aroma, a subtle sweetness in the mouthfeel, a full-bodied flavor, and hints of vanilla. Enjoy!",
5745,Captin Lawrence Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","One of the first beers I brewed after moving out to California to begin my brewing education was a Pale Ale. This version is a true testament to the influences the Wild West had on my early brewing. My Pale Ale is loaded with US-grown Cascade, Crystal, and Columbus hops, so be sure to take a good sniff to enjoy their robust aromas before taking your first sip.",
5746,Captain Lawrence Xtra Gold,"""[""""607eeaa6ca4e953fe8c42492""""""]""","This beer is the result of the marriage between two very distinct beer styles; the Belgian Tripel & American IPA. We have taken the best qualities from both styles and allowed them to shine through. The fruity and spicy notes from the imported Belgian yeast strain & the pungent flavors and aromas of the American grown Amarillo hops flow seamlessly together to create this flavorful ale.  Straight from the Captainâ€™s cellar to yours, we hope you enjoy.",
5747,Captin Lawrence Liquid Gold,"""[""""607eeaa6ca4e953fe8c42492""""""]""","Don't let the golden color fool you - this isn't your father's lite beer!

Brewed with imported German malts and US-grown hops, this beer is a full-flavored introduction to craft-brewed beer. We add the hops late in the boil, allowing you to enjoy the flavor and aroma of the hops without an aggressive bitterness.",
5748,Captin Lawrence Smoked Porter,"""[""""607eea89ca4e953fe8c4248f""""""]""","A complex beer, with layers of flavors unfolding as this beer slides down your throat. Before the introduction of indirect-fired malt kilns, all beers had a smoky flavor. Today only a handful of brewers produce beer reminiscent of those of the past. We use imported German smoked malt to add depth and complexity to our Smoked Porter.",
5749,Captain's Reserve Imperial IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","This beer is a salute to the ingenuity and creativity of the American craft brewers. A uniquely American style of beer, the Double or Imperial IPA, has become the calling card of many craft brewers who aren't afraid to push the limits of what hops can add to a beer. This beer is big and hoppy - not for the faint of heart! Be prepared to experience sensory overload as you savor this Imperial IPA.",
5750,Sun Block - Belgian Style Witte,"""[""""607eeaa6ca4e953fe8c42492""""""]""","This beer was created as a summer thirst quencher, because we all know how hot and humid it can get in New York during the summer. We brewed this beer using both coriander and orange peel in the boil to increase both the aroma and flavor of this beer. Make sure you donâ€™t get burned this summer, drink your Sun Block.",
5751,Brown Bird Brown Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Named after the little birds that fly by the brewery looking for grain after the weather turns cold, this was originally to be a Fall/Winter seasonal. Clearly we underestimated the market for this smooth and malty brown ale, and we have decided to keep it for year round enjoyment.",
5752,Nor' Easter,"""[""""607eeaa6ca4e953fe8c42492""""""]""","This is a truly unique brew, combining some unusual elements to create a powerful, yet flavorful brew. I brewed a similar beer to this one back in 1998, while I was home brewing out in California. Only this time around I decided to age it in bourbon barrels to add a new element to the already rich sensory profile. The combination of dark malt, elderberries and bourbon barrels makes for an interesting tasting experience. This is a sippinâ€™ beer, so sit back by the fire and enjoy. 12% alcohol by volume.",
5753,Golden Delicious,"""[""""607eeaa6ca4e953fe8c42492""""""]""","Thereâ€™s nothing quite likes Momâ€™s apple pieâ€¦But I am willing to bet this beer is pretty darn close.  An American Tripel, dry-hoped with Amarillo hops and aged in Apple Brandy barrels from one of this countryâ€™s oldest distilleries.  The tropical aroma of the hops and the delicate apple aroma from the barrels are a perfect match.  Straight from the Captainâ€™s cellar to yours, we hope you enjoy.",
5754,LeBleu,,"Brewed with New York State Blueberries and Brettanomyces, Le Bleu is a blend of barrels filled in 2007, 2008, and 2009. It's finished in the bottle with Champagne yeast.  

Enjoy the dusty rose appearance, mouthwatering aroma of ripe berries, piquant flavor and quick finish.",
5756,Raging Bitch Belgian IPA,"""[""""607eeaa6ca4e953fe8c42492""""""]""","â€œTwo inflammatory words... one wild drink. Nectar imprisoned in a bottle. Let it out. It is cruel to keep a wild animal locked up. Uncap it. Release it....stand back!! Wallow in its golden glow in a glass beneath a white foaming head. Remember, enjoying a RAGING BITCH, unleashed, untamed, unbridled- and in heat- is pure GONZO!! It has taken 20 years to get from there to here. Enjoy!â€",
5758,Mayhem Belgian-style Double IPA,"""[""""607eeaa6ca4e953fe8c42492""""""]""","Chaotic yet hypnotic, Mayhem is a deliberate Double IPA, brewed and conditioned with a special Belgian yeast that contributes complexity and spice. Abundant American hops offer grapefruit, pine, must and mint, which play off the fullness and sweetness of pale malts then provide a biting yet enticing finish.

Mayhem Double IPA accents the complex spice combinations found in Thai, Indian, Cajun, Morrocan, Mexican and Southwest American cuisines as well as BBQ marinades, dry rubs and sauces.

Mayhem creates MAYHEM.",
5759,RUMBAH Double Rum Bock,"""[""""607eeabdca4e953fe8c42494""""""]""","Beer Description:
This double bock provides smooth sailin' in rough seas. The fact that this luscious lager was aged in rum barrels creates the illusion that the open sea is a safe place. And while riding out these waves of grain, you may fall victim to the dangers of pirates, rum, bock. OK...maybe the beach is a bit over-rated.",
5760,Bathtub Gin Gruit Ale,"""[""""607eeae3ca4e953fe8c42498""""""]""","This gruit ale was inspired by the Phish song of the same name. A traditional gruit in style, Bathtub Gin was brewed without hops. Instead Ben spiced his beer with botanicals typically used to flavor gin: juniper berries, orris root, angelica root, grains of paradise, lemon peel, orange peel and coriander. The result is intensely fragrant, flavorful and fabulous.",
5761,Farmer's Tan Imperial Pale Lager,"""[""""607eeac5ca4e953fe8c42495""""""]""","Neolithic humans evolved from nomadic hunters into a more settled agricultural society, changing life forever. The â€˜founderâ€™ crops they raised included wheat and barley. It is little surprise that the first examples of brewing appeared during this age.

Brewers owe much to the epoch. Similarly, we thank our farmer friends of today for cultivating the ingredients the are responsible for the beers we now enjoy. Their laborious days spent ourdoors under the hot sun earn them respect, as well as a mark of distinction: the farmer's tan. Yes, the inevitable red and white hallmark of hard work.",
5762,Weyerbacher India,"""[""""607eea94ca4e953fe8c42490""""""]""","The latest in our Brewersâ€™ Select One-offs, India is a West Coast style IPA at [7.2%] ABV, with incredibly delicious hoppiness! Golden in color, this beer is tilted way over toward the hops by way of less specialty malts used in the mash. Draft will be going out to select wholesalers in PA, NJ, FL, and MD.â€ 70+ IBUâ€™s.",
5763,Scumptious Spring Lager (Vinyl),,Magic Hat's seasonal Lager is also called Vinyl,
5764,Squall IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","An unfiltered and 100% bottle-conditioned version of 90 Minute IPA that's dry-hopped with Palisade, Amarillo, Simcoe, Cascade, CTZ, and Willamette hops. Brewed to honor the Rogue Gallery in Portland, Maine, who will also be releasing a DFH designed clothing line in the summer of '09.",
5765,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),"""[""""607eea94ca4e953fe8c42490""""""]""","For the 28th session of the Harpoon 100 Barrel Series, weâ€™re celebrating this yearâ€™s hop harvest with Glacier Harvest Wet Hop beer, a pale ale made with fresh Glacier hops.
 
Wet hop beers are brewed using fresh, â€œwetâ€ hops instead of traditional dried hopsâ€”hops contain about 60% moisture when they are first picked.

Typically, when hops are picked they are quickly dried and refrigerated to increase shelf life and make them more consistent for brewing. Freshly picked wet hops, however, need to be used within hours of harvest or they will begin to degrade rapidly. Wet hops retain more of their natural aroma and volatile flavors that dissipate when dried. This gives wet hop beers a fresher hop flavor and aroma than that of beers hopped with processed hops.
This yields an immersed, intense hop flavor in the beer.

Harpoon brewer Ray Dobens, creator of the beer, added a heroic dose of fresh hops the day of the harvest.The hop flavor and aroma from this copper-colored ale comes from a generous late addition of freshly harvested â€œwetâ€ hops.",
5766,Michelob Irish Red,"""[""""607eea89ca4e953fe8c4248f""""""]""","Born of Irish tradition, this all-malt ale uses kilned and toasted malts to produce its all-natural, signature red shade. A beer with exceptional balance, Irish Red displays an initial sweetness that fades to a clean, dry finish.",
5767,Lucky 13 Mondo Large Red Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Our 13th Anniversary Beer in was a Staff Favorite, So We Make it Each Year. BIG on the Amarillo Hops and Rich Dark Malts for a Round and Huge, Smoky Flavor.",
5768,Buried Hatchet Stout,"""[""""607eea94ca4e953fe8c42490""""""]""","Jet-black in color, this monster smells of coffee and chocolate.  The taste is much of the same, with hints of creamy toffee and roasted malt.  Smooth and delicious, this medium bodied ale is all about the malts, but has enough hop bitterness to be balanced.",
5769,Vigneronne,"""[""""607eeaa6ca4e953fe8c42492""""""]""","The name Vigneronne Cantillon was given in 1987. This name reminds us that, while it belongs to the beer patrimony, the spontaneous fermentation, the ageing in the barrels for several years and the addition of grapes make it a distant cousin of certain white wines.

In spite of its success, the Vigneronne represents less than 5% of the total production of the Cantillon brewery. In order to obtain grapes which are as mature as possible, we buy them at the end of the season. Every year, 1000 kilos of white italian grapes are delivered at the Cantillon brewery in the beginning of October.",
5770,Exit 16 - Wild Rice Double IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","The fourth stop on our multi-year trip to explore New Jersey takes us to one of the most maligned places in the state- the Hackensack Meadowlands. Itâ€™s the place usually identified with landfills, pipelines, mob burials (alleged) and sports teams that say theyâ€™re from New York.

Although no longer home to forests of giant cedars and salt hay marshes teeming with aquatic life, the Meadowlands is still an amazingly diverse ecosystem providing vital animal and plant habitat. In a nod to a once common food plant here, weâ€™ve brewed this beer with wild rice. We also used brown and white rice, as well as two malts.

Rice helps the beer ferment dry to better showcase the five different hops weâ€™ve added. Lots and lots of them. We then dry-hopped this Double IPA with even more-generous additions of Chinook and Citra hops to create a nose that hints at tangerine, mango, papaya and pine.",
5772,Plead the 5th Imperial Stout,"""[""""607eea94ca4e953fe8c42490""""""]""",It's big and full bodied with lots of roasted malts and balanced with heavy hops to put this imperial in a league of its own.,
5773,Southern Pecan,,"Southern Pecan Nut Brown Ale is the first beer in the world, to our knowledge, made with whole roasted pecans. The pecans are used just like grain and provide a nutty characteristic and a delightful depth to the flavor profile. This beer is very lightly hopped to allow the malty, caramel, and nutty flavors shine through. The color is dark mahogany. Southern Pecan won a Bronze Medal in the 2006 World Beer Cup in the Specialty Beer category.",
5774,Unfiltered Double Simcoe IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","In 750ml corked â€™nâ€™ caged bottles this will be and unfiltered, fully bottle conditioned version of the super popular Double Simcoe. Expect Cask taste in a bottle, with more pronounced hoppy flavor and aroma due to being unfiltered. Also, carbonation will be a bit higher as is usual in our cork n cage series in keeping with tradition. It all comes together to form a uniquely great experience for hopheads.",
5775,Supplication,,"Brown ale aged in Pinot Noir wine barrels for one year with sour cherries, Brettanomyces yeast, and Lactobacillus & Pedicoccus bacteria.",
5776,Arctic Panzer Wolf,"""[""""607eea94ca4e953fe8c42490""""""]""","A dry and stupendously hopped medium bodied Imperial IPA brewed with Canadian two-row malt, dextrose sugar and lots of American hops. Arctic Panzer Wolf has superior aromas of marmalade, white wine, pine and apricot all mixed with an intense American hop bitterness.",
5777,Free Loader Double Red IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","Free Loader Double Red IPA was \double-brewed\"". [How's that for a catchy term that those BiG brewers can't TouCH. I love it",
5778,D.O.R.I.S. the Destroyer Double Imperial Stout,"""[""""607eea94ca4e953fe8c42490""""""]""","This extreme Double Oatmeal Russian Imperial Stout will overwhelm, satisfy, and destroy your taste buds like no other!! D.O.R.I.S. is even darker, hoppier, and stronger than our gold medal winning B.O.R.I.S. The Crusher Stout. Dry hopped and first wort hopped and first wort hopped with the finest American hops for a great Imperial hops for a great Imperial Stout experience! Enjoy the darkness!",
5779,Hop Dam Triple IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","Some say â€œbigger is better!â€. At Hoppinâ€™ Frog, we built a massive hop dam to handle the enormous amount of hops added to this colossal American Triple I.P.A. An intense experience of citrus and piney hop character is complimented by layers of rich malt flavor. Behold our new standard for hoppy beers.",
5780,Frosted Frog Christmas Ale,"""[""""607eeae3ca4e953fe8c42498""""""]""","The essence of Christmas is captured in this very bottle you are holding. Perfectly blended spices compliment Frosted Frogâ€™s rich malt flavors, creating the ultimate Christmas experience. Celebrate the holidays as you savor this very special seasonal offering.",
5781,Fresh Frog Raw Hop Imperial Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Special hoppy flavors and aromas are captured by adding freshly picked, undired hops during the harvest.

These wet hops impart a character unlike other brews, that is quite unique and satisfying for those who love hops â€“ the spice of beer. Smell the hop fields, smell the freshness.",
5782,Frog's Hollow Double Pumpkin Ale,"""[""""607eeae3ca4e953fe8c42498""""""]""","There's a Place just south they call Frog's Hollow, with cauldrons afire in Fall, and they only speak in whispers of the name. There's a brewery they say who has the secret, of spices picked just right. With a crying shout, they'll knock it out, and hand you this Frog's delight.",
5783,Outta Kilter Wee-Heavy Scotch Red Ale,"""[""""607eea7bca4e953fe8c4248e""""""]""","Rich, malty flavors of caramelized and toasted grains dominate this strong Scotch ale. A hint of rye adds a crisp, Scotch-like, old-world beer character, reminiscent of a simpler life from centuries ago. â€œIt is a wee bit heavyâ€",
5784,Barrel-Aged B.O.R.I.S. Imperial Stout,"""[""""607eea94ca4e953fe8c42490""""""]""","Made from our B.O.R.I.S. Imperial Stout, that was rated one of the Worldâ€™s 50 Best Beers, and won the Gold Medal at the GABF in 2008. BARREL-AGED B.O.R.I.S. has picked up rich characters of vanilla, dark fruit, oak, and spice. Itâ€™s unbelievably complex and savory",
5785,Hop Master's Abbey Belgian-style Double IPA,"""[""""607eeaa6ca4e953fe8c42492""""""]""","American hops and Belgian abbey beer flavors intermingle to create a spicy and assertive beer style all their own. Citrusy character from select hops dominate this assertive Double I.P.A., complimented by a unique Belgian flavor to add complexity and ultimate beer satisfaction. The result is a flavor combination thatâ€™s a whirlwind of taste sensations.",
5786,Mean Manalishi Double I.P.A.,"""[""""607eea94ca4e953fe8c42490""""""]""","Explore the extremes of hops, and experience all of their bitterness, flavor and aroma with this Double I.P.A. An extreme, super-assertive and satisfying amount of American hop character is balanced with a toasty, caramelized, intense malt presence.",
5787,Hoppin' To Heaven IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","Raise your glass to the heavens in a toast to HOPS â€“ the spice of beer! This classic American I.P.A. features the finest American hops to add a spicy, assertive, and citrusy character to its full-bodied, rich malt taste",
5788,Silk Porter,"""[""""607eea89ca4e953fe8c4248f""""""]""","Dark, robust and silky-smooth, with many flavors of roasted, toasted and caramel malts. Porter is an old-world beer style, so popular that it helped start the industrial revolution. Taste the history.",
5789,Bodacious Black and Tan,,"I.P.A. and Stout converge for a really great flavor combination! The assertive, hoppy character of our Hoppinâ€™ To Heaven I.P.A. is perfectly complimented by the intense, deep roasted taste of our B.O.R.I.S. Oatmeal-Imperial Stout.",
5790,Gulden Fraug Belgian Ale,"""[""""607eeaa6ca4e953fe8c42492""""""]""",Smooth malt flavors of this golden Belgian-style abbey ale are complimented by traditional imported ingredients. A slightly spicy and complex flavor makes this European celebration-style beer unique and refreshing,
5791,Wild Frog Wheat,"""[""""607eea9eca4e953fe8c42491""""""]""","Traditional German-style, unfiltered wheat beer, with a lively balanced flavor. Although no fruit or spices were used in the brewing, these flavors are created by fermentation with special yeast from the oldest brewery in the world. Try Wild Frog Wheat with a slice of orange for a crisp, refreshing experience",
5792,Smashing Berry Ale,"""[""""607eeae3ca4e953fe8c42498""""""]""","An abundance of fresh, natural fruit flavor makes this beer something special. You would think we picked the fruit moments before brewing.",
5793,Smashing Berry Dark,"""[""""607eeae3ca4e953fe8c42498""""""]""","Fresh, natural fruit flavor and a hint of chocolate malt makes this dark beer something really special. The just picked, fresh fruit flavor is very evident in this beer.",
5794,Blackout Stout,"""[""""607eea94ca4e953fe8c42490""""""]""",A Russian Imperial Stout with a hearty malt body and bold hop flavor.,
5795,Apex,"""[""""607eea94ca4e953fe8c42490""""""]""","Crafted with a blend of American and English malts and aggressively hopped with Pacific Northwest hops, this beer reflects what our brewers believe to be the Apex of IPA.",
5797,Paradise Porter,"""[""""607eea89ca4e953fe8c4248f""""""]""","This medium bodied porter has notes of roasted and chocolate malts, making it a perfect balance of sweet and bitter.  Generous hops give this brew a dry finish.",
5798,Iron Thistle,"""[""""607eea7bca4e953fe8c4248e""""""]""","Break out the bagpipes with your lederhosen! Weâ€™re proud to present our Iron Thistle Scotch Ale â€“ Rahrâ€™s first National Grand Champion winner. This dark, Scottish ale has a bold taste dominated by a smooth, sweet maltiness balanced with a low, hoppy bitterness. So don your kilts and enjoy. Hereâ€™s to your health â€“ SlÃ inte! Prosit!",
5799,Tres Blueberry Stout,"""[""""607eea94ca4e953fe8c42490""""""]""","A full bodied stout made with all malted barley and blueberry. Flavors of chocolate, roast malt and light blueberry make up the palate with lots of fruity blueberry aroma.",
5800,Fore Smoked Stout,"""[""""607eea94ca4e953fe8c42490""""""]""","Brewed with all malted barley and peat malt (smoked malt). This beer is full bodied with chocolate, roasted barley flavors, and a smokey almost BBQ finish.",
5801,One Oatmeal Stout,"""[""""607eea7bca4e953fe8c4248e""""""]""","Number one in a series of five stouts produced to help ease you through the cold and grey midwestern winters. This beer is full bodied with hints of chocolate, roasted barley, coffee flavors and a nice creamy head.",
5802,Too Cream Stout,"""[""""607eea7bca4e953fe8c4248e""""""]""",This beer is made with milk sugar (lactose) which gives this beer a nice creamy mouth feel which mingles with hints of chocolate and roasty flavors.,
5803,Three Guy Off The Scale Barley Wine,"""[""""607eea94ca4e953fe8c42490""""""]""","A barley wine style ale brewed to 15% alc with hints of raisin, chocolate, carmel, sherry, cherry, and alcohol, just to name a few and this beer will only get better with age.",
5804,Duet,"""[""""607eea94ca4e953fe8c42490""""""]""",A West Coast IPA. Our original single IPA made with Simcoe and Amarillo hops â€œin harmony.â€ 1.065 OG 45 IBU 7%ABV,
5805,Nelson,"""[""""607eea94ca4e953fe8c42490""""""]""","A Golden Rye IPA.
An outstanding hop from New Zealand, Nelson Sauvin, is generously used throughout the brewing and dry-hopping of this unique beer. European rye is added for a smooth, malty addition to flavor. 1.065 OG 7%ABV",
5806,Secession Black India Pale Ale (CDA),,"Secession is a Black IPA, or Cacadian Dark Ale.  This emerging beer style is characterized by an alliance of North-west hop flavors as formidable as the Cascade Mountain Range and roasted malts as dark as a moonless night.  Join the party and uncap a revolution!",
5807,Humidor Series Jai Alai Cedar Aged India Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","he Humidor Series is a rotating offering of Cigar City Brewing beer aged on cedar. Cedar has a more subtle effect on beer than more traditional woods like oak. But, we think that once you taste it youâ€™ll agree that cedar deserves a place alongside oak in the brewerâ€™s wood-aging toolbox.",
5808,Marble India Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Congratulations! By drinking Marble Brewery India Pale Ale, you show exceptionally good taste. Our obsession with quality and attention to detail ensures that every bottle will meet your high expectations. The Columbus, Amarillo and Centennial hops lend a fragrant citrus aroma and snappy hop character. We think you will agree that this is one rock solid beer.",
5809,Mongo Double IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","A Double IPA brewed in memory of the brew cat.  In honor of Mongo, Mike Rodriguez made his first Double IPA, as he loved the cat and wanted to honor him with this beer. This 8.5% abv beer was made with Columbus hops (Mongoâ€™s Birthname), Cascade for the Mama cat, and Simocoe because that is Mikeâ€™s favorite hop.",
5810,Hopportunity Knocks Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","IPA brewed with 100% Centennial hops. Big round mouthfeel, very perfumey. Different from our canned IPA. Gotta love the Pacific NW!",
5811,Legbiter Ale,"""[""""607eea7bca4e953fe8c4248e""""""]""","Brilliant golden ale with an inviting citrus fragrance of late added Cascade and Glacier hops. The fine hop and light malt aromas carry through to the palate to give an ale that is full but refreshing, with a clean caramel malt bitter finish.",
5812,St. Patrick's Best,"""[""""607eea7bca4e953fe8c4248e""""""]""","Light and refreshing on the palate, our session best bitter has a classic Irish malt & traditional hop aroma.  Light amber in colour, this smooth beer has hints of caramel with a woody bitterness.",
5813,Barelegs Brew,"""[""""607eea7bca4e953fe8c4248e""""""]""","Golden with a hint of red (towards sunset). Barelegs tastes of fresh fruit, especially red current and malt fragrance. Full drinking with a subtle hoppy finish. Refreshing for a beer of this strength.",
5814,St. Patrick's Gold,"""[""""607eeae3ca4e953fe8c42498""""""]""","Our smooth yet powerful wheat beer is unusually refreshing on the pallet.  Golden in colour, St. Patrick's Gold is brewed with barley and wheat malt. Citrus peel and coriander are added to the Goldings and Saaz hops for a symphony of authentic flavour.",
5815,St Patrick's Ale,"""[""""607eea7bca4e953fe8c4248e""""""]""","A deep copper coloured traditional Irish Ale with highly developed and complex flavours. St Patrickâ€™s Ale/Dark is brewed with four malts and two hops, carefully married together to complement eachother producing a satisfying full flavour, ending with a Styrian late hop for a truly brilliant finish.",
5816,Manheim Red,"""[""""607eea94ca4e953fe8c42490""""""]""","Our flagship beer, is amber to red in color with a medium body, slight caramel sweetness, and a balance more towards malt than hops. This beer is a true crowd-pleaser and keeps you coming back for more.",
5817,Bourbon County Brand Coffee Stout,"""[""""607eea94ca4e953fe8c42490""""""]""",Everyday Goose Island smells the wonderful coffee roasting next to our brewery at Chicago's Intelligentsia Coffee and Tea. They put the same passion and skill into their coffee as Goose Island does with its beer. This excellent stout is made with Black Cat Espresso beans from our friends next door. You'll like the combination.,
5818,The Angel's Share - Bourbon Barrel Aged,"""[""""607eea94ca4e953fe8c42490""""""]""","own in Kentucky and across the pond in Scotland, distillers who age their whiskeys for many years refer to the evaporation of the spirits from their barrels as \The Angel's Share.\"" We couldnâ€™t agree more. Each time a barrel is filled",
5820,2x4 India Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","2x4 India Pale Ale (7% ABV, 65 IBUs) sports Columbus, Nugget and Amarillo hops for a spicy, citrusy blend in both flavor and aroma.  Backed by golden pale malts and a kick from flaked rye, the hops are pleasantly robust with just the right touch of bitterness at the end.",
5821,Brewhouse Coffee Stout,,"A coffee lover's delight! A wonderful stout infused with coffee that is specially roasted for us by Emy J's (www.emyjs.com) in Stevens Point, WI.",
5824,Simcoe Single Hop IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","The first in a new series of single hop IPA's from Mikkeller. Brewed with Simcoe, known for many great US micro-brews. An extremely fresh-hopped IPA.",
5825,Kryptonite Imperial IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","American style double IPA, full bodied malt flavor supports a ridiculous amount of hops, giving it pronounced bitterness and overwhelming hop flavor and aroma. Made with 5 pounds of hops per barrel.",
5826,Pine Belt Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""",A deep copper colored ale with a substantial malt backbone accented with British crystal malts with aggressive hop bitterness and substantial American hop flavor and aroma. The yeast profile is neutral.,
5828,471 IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","Hoppy? Brother, 471 IPA redefines hoppy. 471 is a small batch, limited edition ale that was created by our Brewmaster to separate the weak from the strong. 471 is a double IPA, that combines Pale, Munich, Caramel-30, Carapils and Torrified Wheat malts, with Chinook, Centennial, Simcoe and Fuggles hops. It has a big sweet mouthfeel, followed by more hoppiness than you've ever had at one time. Enjoy.",
5829,IPA Series (Simcoe),"""[""""607eea94ca4e953fe8c42490""""""]""","A series of single hop, small batch IPAs brewed in Camp Hill. These IPAs showcase the bitterness, flavor, and aroma of each particular hop variety.",
5830,IPA Series (Zeus),"""[""""607eea94ca4e953fe8c42490""""""]""","A series of single hop, small batch IPAs brewed in Camp Hill. These IPAs showcase the bitterness, flavor, and aroma of each particular hop variety.",
5831,IPA Series (Horizon),"""[""""607eea94ca4e953fe8c42490""""""]""","A series of single hop, small batch IPAs brewed in Camp Hill. These IPAs showcase the bitterness, flavor, and aroma of each particular hop variety.",
5833,Scratch Beer 31 - 2010 Citra Of Brotherly Love IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","Scratch 31, the brothers and the brewers decided to revisit one of our favorite sweet spots â€“ IPA â€“ and have some fun with hop flavors. Dubbed â€˜Citra of Brotherly Loveâ€™ in honor of Philly Beer week, Scratch #31 has generous amounts of Apollo, Cascade and Citra hops. This is our first use of Citra hops, which is known for an intense grapefruit aroma and flavor.

While showcasing the intense Citra flavor we added additional bitterness with Apollo and Chinook hops as well. Scratch #31 went through a bed of Chinook hops in the hopback and was dry-hopped with Cascade and Citra hops.",
